model,year,transmission,mileage,fuelType,tax,mpg,engineSize,make,price
Polo,2018,Manual,5070,Petrol,150.0,64.2,1.0,vw,12260
4 Series,2019,Semi-Auto,5402,Diesel,145.0,60.1,2.0,bmw,28970
B-MAX,2017,Manual,22679,Petrol,145.0,55.4,1.0,ford,10700
Fiesta,2017,Manual,5233,Petrol,125.0,54.3,1.2,ford,8998
Focus,2018,Manual,11489,Petrol,,,1.0,ford,12995
C-HR,2019,Automatic,8665,Hybrid,135.0,74.3,1.8,toyota,24990
Up,2019,Manual,3412,Petrol,145.0,54.3,1.0,vw,8995
3 Series,2016,Manual,54662,Diesel,30.0,67.3,2.0,bmw,11299
A1,2017,Manual,17425,Petrol,145.0,67.3,1.0,audi,11201
Golf,2016,Manual,22650,Petrol,200.0,40.4,2.0,vw,24995
Corsa,2017,Manual,32728,Petrol,30.0,55.4,1.4,vauxhall,6799
Passat,2010,Manual,75374,Diesel,160.0,50.4,2.0,vw,5995
Fiesta,2018,Manual,31611,Petrol,150.0,65.7,1.0,ford,9544
Mokka,2016,Manual,23625,Petrol,160.0,44.8,1.4,vauxhall,9299
Golf,2019,Manual,4737,Petrol,145.0,37.2,2.0,vw,25495
Golf,2019,Manual,14930,Diesel,145.0,57.7,1.6,vw,14989
Q5,2015,Semi-Auto,18188,Diesel,200.0,47.1,2.0,audi,21995
Octavia,2017,Manual,52587,Petrol,145.0,57.7,1.5,skoda,9995
Fiesta,2012,Manual,68000,Petrol,125.0,50.4,1.2,ford,4250
1 Series,2020,Semi-Auto,2000,Diesel,145.0,57.7,1.5,bmw,26991
C Class,2016,Automatic,32442,Petrol,,,2.0,mercedes,21000
Adam,2016,Manual,28936,Petrol,125.0,53.3,1.2,vauxhall,7290
Focus,2016,Automatic,13000,Diesel,,,1.5,ford,11995
Viva,2016,Manual,13939,Petrol,20.0,62.8,1.0,vauxhall,5950
Kuga,2014,Manual,36052,Diesel,160.0,47.9,2.0,ford,11498
Astra,2020,Manual,100,Petrol,145.0,54.3,1.2,vauxhall,14990
Tiguan Allspace,2019,Automatic,8708,Petrol,145.0,30.7,2.0,vw,31490
Focus,2017,Manual,17988,Petrol,145.0,41.5,2.0,ford,15490
Focus,2019,Automatic,3906,Petrol,,,1.5,ford,21750
A5,2020,Semi-Auto,7532,Petrol,145.0,39.2,2.0,audi,37331
Insignia,2018,Manual,10,Petrol,150.0,47.1,1.5,vauxhall,13999
Meriva,2016,Automatic,17058,Petrol,235.0,39.8,1.4,vauxhall,8500
Scirocco,2010,Manual,59361,Petrol,235.0,37.2,2.0,vw,7428
EcoSport,2019,Manual,4470,Diesel,145.0,58.9,1.5,ford,16479
Passat,2017,Manual,44296,Diesel,145.0,70.6,1.6,vw,12495
Tucson,2016,Manual,31352,Petrol,160.0,44.8,1.6,hyundai,13495
Polo,2016,Manual,46850,Petrol,20.0,60.1,1.0,vw,7195
1 Series,2019,Manual,5692,Petrol,145.0,44.1,1.5,bmw,20750
KA,2014,Manual,13294,Petrol,30.0,57.7,1.2,ford,5698
Beetle,2014,Manual,36262,Petrol,150.0,47.9,1.2,vw,9965
A Class,2014,Automatic,23657,Diesel,20.0,68.9,2.1,mercedes,12799
1 Series,2018,Manual,17143,Petrol,150.0,38.7,1.5,bmw,14012
X2,2018,Semi-Auto,21271,Diesel,145.0,58.9,2.0,bmw,23995
Astra,2019,Manual,19989,Petrol,145.0,51.4,1.4,vauxhall,11599
A3,2019,Semi-Auto,5199,Diesel,145.0,52.3,1.6,audi,19990
S Class,2019,Semi-Auto,5961,Diesel,145.0,52.3,3.0,mercedes,54599
A5,2016,Manual,60920,Diesel,165.0,53.3,2.0,audi,16491
I20,2017,Manual,24533,Petrol,145.0,58.9,1.2,hyundai,8000
Golf,2012,Manual,51772,Petrol,165.0,45.6,1.4,vw,7450
GLC Class,2018,Semi-Auto,12567,Diesel,145.0,56.5,2.1,mercedes,27994
Q2,2017,Automatic,31952,Diesel,145.0,57.7,2.0,audi,19995
T-Roc,2020,Manual,13952,Petrol,150.0,44.1,1.0,vw,19644
Focus,2012,Manual,36000,Petrol,145.0,47.9,1.6,ford,6995
5 Series,2015,Automatic,131520,Diesel,125.0,60.1,2.0,bmw,10000
Kuga,2019,Manual,8116,Diesel,145.0,54.3,1.5,ford,18599
1 Series,2019,Semi-Auto,14720,Diesel,145.0,67.3,2.0,bmw,21898
Q3,2017,Automatic,14059,Petrol,150.0,40.4,2.0,audi,24790
Yaris,2016,Manual,19900,Petrol,0.0,66.0,1.0,toyota,7710
Focus,2015,Manual,83467,Petrol,20.0,61.4,1.0,ford,6295
X3,2016,Semi-Auto,25574,Diesel,145.0,54.3,2.0,bmw,20998
Golf,2019,Automatic,7234,Petrol,145.0,44.8,2.0,vw,25500
Focus,2019,Manual,7373,Petrol,,,1.0,ford,14430
Puma,2020,Manual,1250,Petrol,145.0,50.4,1.0,ford,23155
Aygo,2018,Manual,8063,Petrol,145.0,56.5,1.0,toyota,8360
Focus,2019,Manual,14184,Petrol,,,1.5,ford,18000
A5,2017,Automatic,33000,Diesel,150.0,62.8,2.0,audi,24990
Focus,2015,Manual,38001,Petrol,20.0,60.1,1.0,ford,8995
Kodiaq,2019,Automatic,3012,Diesel,145.0,37.2,2.0,skoda,29450
Mokka X,2018,Manual,34128,Petrol,145.0,39.2,1.4,vauxhall,11731
Focus,2019,Manual,3155,Petrol,,,1.0,ford,18999
X3,2016,Automatic,25752,Diesel,145.0,54.3,2.0,bmw,18450
Aygo,2015,Manual,21637,Petrol,0.0,69.0,1.0,toyota,6991
Passat,2019,Semi-Auto,2868,Petrol,150.0,35.8,2.0,vw,26995
Fiesta,2018,Manual,11580,Petrol,145.0,55.4,1.0,ford,14791
Focus,2017,Manual,20418,Petrol,145.0,60.1,1.0,ford,10795
Golf,2017,Manual,22966,Petrol,145.0,55.4,1.5,vw,15995
Karoq,2018,Manual,6300,Petrol,145.0,53.3,1.0,skoda,17280
Up,2014,Manual,48930,Petrol,20.0,62.8,1.0,vw,4795
3 Series,2019,Automatic,123,Diesel,145.0,54.3,2.0,bmw,29450
X5,2019,Automatic,12000,Diesel,145.0,37.7,3.0,bmw,44850
A5,2017,Automatic,16495,Petrol,145.0,36.7,3.0,audi,29082
C Class,2019,Automatic,11890,Diesel,,,1.6,mercedes,27696
E Class,2017,Semi-Auto,17636,Diesel,145.0,65.7,2.0,mercedes,24480
Fabia,2017,Manual,17724,Petrol,150.0,64.2,1.0,skoda,8730
A6,2019,Automatic,7500,Diesel,145.0,47.9,2.0,audi,31500
Beetle,2016,Semi-Auto,13771,Petrol,125.0,53.3,1.2,vw,12995
4 Series,2016,Manual,43052,Diesel,30.0,62.8,2.0,bmw,14495
Astra,2016,Manual,93120,Diesel,0.0,85.6,1.6,vauxhall,6000
Astra,2017,Manual,9521,Petrol,145.0,51.4,1.4,vauxhall,11300
Zafira,2013,Automatic,46682,Diesel,200.0,48.7,2.0,vauxhall,7200
Q3,2015,Manual,43458,Diesel,145.0,52.3,2.0,audi,15998
1 Series,2018,Semi-Auto,17000,Diesel,145.0,67.3,2.0,bmw,14995
A4,2014,Automatic,107200,Diesel,200.0,47.9,3.0,audi,11295
Golf,2019,Manual,6344,Petrol,145.0,47.1,1.5,vw,17298
Golf,2020,Manual,3100,Diesel,145.0,62.8,2.0,vw,24964
Mokka,2014,Manual,54940,Diesel,125.0,57.6,1.7,vauxhall,7699
Q2,2018,Automatic,14882,Petrol,145.0,52.3,1.4,audi,20680
Tiguan,2014,Semi-Auto,72000,Diesel,200.0,47.1,2.0,vw,11995
Astra,2016,Manual,12000,Petrol,125.0,51.4,1.4,vauxhall,9490
Kuga,2015,Manual,52748,Diesel,145.0,54.3,2.0,ford,12499
A1,2017,Manual,13500,Petrol,30.0,57.6,1.4,audi,11470
Aygo,2017,Manual,30023,Petrol,0.0,69.0,1.0,toyota,6190
Octavia,2018,Manual,12363,Petrol,145.0,57.7,1.5,skoda,13000
A5,2019,Semi-Auto,4054,Diesel,145.0,44.8,2.0,audi,33950
Golf,2019,Semi-Auto,7640,Petrol,145.0,32.8,2.0,vw,28895
Focus,2015,Manual,49105,Diesel,,,1.5,ford,8998
A Class,2016,Manual,29850,Diesel,20.0,68.9,1.5,mercedes,15199
Astra,2013,Manual,47925,Petrol,165.0,44.8,1.6,vauxhall,5498
C Class,2019,Semi-Auto,14755,Petrol,,,1.5,mercedes,23900
Polo,2016,Automatic,53197,Petrol,20.0,60.1,1.2,vw,9400
Fabia,2018,Manual,7507,Petrol,145.0,61.4,1.0,skoda,10395
I20,2014,Manual,17641,Petrol,30.0,57.6,1.2,hyundai,5998
Fiesta,2017,Manual,7951,Petrol,150.0,47.9,1.6,ford,13200
C Class,2018,Semi-Auto,7011,Petrol,150.0,29.1,3.0,mercedes,39000
C Class,2019,Semi-Auto,10914,Petrol,,,1.5,mercedes,25999
Tourneo Custom,2019,Manual,6375,Diesel,145.0,32.5,2.0,ford,24995
Kuga,2019,Manual,4234,Petrol,150.0,39.2,1.5,ford,19998
R8,2013,Manual,19834,Petrol,570.0,19.6,4.2,audi,47995
C Class,2019,Semi-Auto,9809,Diesel,,,2.0,mercedes,29649
Q3,2017,Manual,17867,Petrol,145.0,49.6,1.4,audi,18995
Polo,2016,Manual,19840,Petrol,20.0,60.1,1.0,vw,8495
Octavia,2014,Manual,47381,Petrol,160.0,45.6,2.0,skoda,11995
Astra,2017,Manual,40560,Petrol,145.0,51.4,1.4,vauxhall,9791
Focus,2016,Manual,32041,Diesel,,,1.5,ford,9399
1 Series,2017,Semi-Auto,33311,Petrol,200.0,39.8,3.0,bmw,21495
T-Cross,2020,Manual,1652,Diesel,150.0,52.3,1.6,vw,23990
1 Series,2015,Manual,61296,Diesel,30.0,65.7,2.0,bmw,10200
C-MAX,2017,Manual,11005,Petrol,150.0,44.1,1.6,ford,11498
X3,2017,Automatic,30443,Diesel,145.0,54.3,2.0,bmw,20340
Golf,2019,Manual,3126,Diesel,145.0,54.3,1.6,vw,20499
IX35,2015,Manual,59817,Diesel,145.0,54.3,1.7,hyundai,7885
C Class,2019,Automatic,2850,Petrol,145.0,44.1,2.0,mercedes,33000
Yeti Outdoor,2014,Semi-Auto,40784,Petrol,160.0,44.8,1.2,skoda,8999
Kona,2019,Semi-Auto,634,Petrol,145.0,37.7,1.6,hyundai,21000
GLA Class,2019,Automatic,10104,Petrol,145.0,36.2,1.6,mercedes,24999
Octavia,2018,Semi-Auto,19463,Petrol,145.0,58.9,1.0,skoda,14825
Fabia,2019,Manual,4697,Petrol,145.0,51.4,1.0,skoda,11775
A6,2020,Automatic,3455,Diesel,145.0,50.4,2.0,audi,37990
Fiesta,2020,Manual,18,Petrol,145.0,56.5,1.0,ford,14500
Fiesta,2019,Manual,16127,Petrol,145.0,60.1,1.0,ford,11600
Q7,2016,Automatic,43380,Diesel,200.0,47.9,3.0,audi,29499
RAV4,2012,Manual,31151,Diesel,200.0,47.1,2.2,toyota,9939
Insignia,2016,Automatic,50177,Diesel,165.0,52.3,2.0,vauxhall,7490
KA,2009,Manual,43000,Petrol,30.0,55.4,1.2,ford,3250
Focus,2017,Semi-Auto,8863,Petrol,,,1.0,ford,13500
Focus,2017,Manual,14554,Diesel,,,1.5,ford,12250
Astra,2016,Manual,25437,Petrol,125.0,51.4,1.4,vauxhall,8999
Z4,2008,Manual,63000,Petrol,325.0,31.7,3.0,bmw,14000
A6,2016,Automatic,35784,Diesel,30.0,61.4,3.0,audi,18999
Karoq,2020,Automatic,3587,Petrol,150.0,41.5,1.5,skoda,22990
Fiesta,2017,Manual,13174,Petrol,150.0,47.9,1.6,ford,12495
C-MAX,2015,Manual,47361,Diesel,30.0,61.4,1.6,ford,8300
GLC Class,2019,Semi-Auto,3999,Diesel,145.0,40.9,2.0,mercedes,39980
A Class,2017,Automatic,28079,Petrol,145.0,53.3,1.6,mercedes,15650
Astra,2015,Manual,25874,Petrol,125.0,51.4,1.4,vauxhall,8995
Focus,2019,Manual,804,Petrol,145.0,48.7,1.0,ford,18200
Golf,2019,Manual,4796,Petrol,145.0,47.1,1.5,vw,17298
Kodiaq,2017,Automatic,10800,Petrol,145.0,44.8,1.4,skoda,21795
Fiesta,2017,Manual,40170,Petrol,20.0,62.8,1.0,ford,8350
Aygo,2016,Manual,19787,Petrol,0.0,69.0,1.0,toyota,8000
A6,2014,Automatic,56292,Diesel,150.0,55.4,2.0,audi,13794
Viva,2016,Manual,7416,Petrol,20.0,62.8,1.0,vauxhall,6960
Passat,2019,Manual,15102,Diesel,150.0,51.4,2.0,vw,17000
Corsa,2019,Manual,9643,Petrol,145.0,44.8,1.4,vauxhall,10998
Arteon,2019,Semi-Auto,6777,Petrol,145.0,47.1,2.0,vw,25897
A3,2016,Manual,51000,Diesel,20.0,72.4,1.6,audi,12990
Passat,2017,Semi-Auto,33533,Diesel,30.0,62.8,2.0,vw,14242
GTC,2016,Manual,40646,Petrol,160.0,47.1,1.4,vauxhall,8998
3 Series,2015,Manual,26000,Diesel,30.0,67.3,2.0,bmw,11490
Adam,2017,Manual,24166,Petrol,145.0,53.3,1.2,vauxhall,7991
GLC Class,2016,Automatic,21600,Diesel,125.0,56.5,2.1,mercedes,24995
Kuga,2019,Manual,10491,Diesel,145.0,38.2,2.0,ford,17995
A1,2017,Manual,43521,Petrol,30.0,57.6,1.4,audi,10972
A8,2018,Semi-Auto,5760,Petrol,145.0,37.7,3.0,audi,38861
GLS Class,2017,Semi-Auto,30394,Diesel,145.0,37.2,3.0,mercedes,38750
Focus,2017,Manual,20691,Petrol,145.0,60.1,1.0,ford,11700
Focus,2017,Manual,21755,Petrol,20.0,60.1,1.0,ford,9991
Golf,2016,Semi-Auto,27627,Diesel,20.0,67.3,1.6,vw,11250
A5,2019,Automatic,8000,Petrol,145.0,37.7,2.0,audi,29850
I10,2019,Manual,8483,Petrol,145.0,60.1,1.0,hyundai,8549
Q2,2020,Semi-Auto,5665,Petrol,150.0,42.2,1.5,audi,28990
Mokka X,2017,Manual,24706,Petrol,200.0,42.2,1.6,vauxhall,9450
SL CLASS,2019,Semi-Auto,831,Petrol,145.0,47.1,2.0,mercedes,31099
Polo,2017,Manual,13263,Petrol,20.0,58.9,1.0,vw,10000
I30,2018,Manual,14927,Petrol,145.0,56.5,1.0,hyundai,10998
2 Series,2016,Semi-Auto,27584,Petrol,260.0,35.8,3.0,bmw,19372
Mokka,2018,Manual,31024,Petrol,145.0,39.2,1.4,vauxhall,11700
2 Series,2015,Semi-Auto,68787,Diesel,125.0,57.6,2.0,bmw,13950
Corsa,2015,Manual,26587,Petrol,125.0,54.3,1.4,vauxhall,6600
Adam,2018,Manual,4214,Petrol,145.0,53.3,1.2,vauxhall,9499
Corsa,2016,Automatic,40542,Petrol,150.0,47.9,1.4,vauxhall,7994
Focus,2019,Automatic,4551,Diesel,145.0,64.2,2.0,ford,19498
2 Series,2017,Semi-Auto,18652,Diesel,145.0,65.7,2.0,bmw,15750
Kuga,2019,Manual,9312,Diesel,150.0,54.3,1.5,ford,18498
Corsa,2014,Manual,14634,Petrol,125.0,51.4,1.2,vauxhall,6895
Citigo,2017,Manual,11050,Petrol,150.0,68.9,1.0,skoda,7990
Polo,2017,Manual,11288,Petrol,145.0,60.1,1.0,vw,10498
C Class,2019,Automatic,754,Petrol,,,1.5,mercedes,27199
Ka+,2017,Manual,31611,Petrol,30.0,57.7,1.2,ford,6800
Focus,2017,Manual,35027,Petrol,20.0,60.1,1.0,ford,12495
Focus,2019,Manual,14146,Petrol,145.0,46.3,1.5,ford,17000
Up,2018,Manual,9040,Petrol,145.0,68.9,1.0,vw,8922
Focus,2019,Manual,5257,Petrol,145.0,58.9,1.0,ford,15595
C Class,2017,Semi-Auto,21590,Petrol,145.0,47.1,2.0,mercedes,22995
Astra,2016,Manual,25421,Diesel,20.0,72.4,1.6,vauxhall,10320
Q2,2019,Manual,2000,Diesel,145.0,49.6,1.6,audi,20880
SLK,2006,Manual,70952,Petrol,565.0,28.5,3.0,mercedes,5990
Prius,2016,Automatic,62737,Hybrid,0.0,94.1,1.8,toyota,15998
A Class,2019,Semi-Auto,3899,Petrol,145.0,53.3,1.3,mercedes,24682
Fiesta,2017,Automatic,22422,Petrol,145.0,54.3,1.0,ford,11900
A5,2015,Manual,37026,Petrol,145.0,49.6,1.8,audi,15489
C Class,2016,Manual,34903,Diesel,,,2.1,mercedes,16000
GL Class,2016,Semi-Auto,29810,Diesel,325.0,36.2,3.0,mercedes,33037
Astra,2017,Manual,32997,Petrol,125.0,52.3,1.4,vauxhall,8241
1 Series,2019,Manual,101,Diesel,145.0,70.6,1.5,bmw,21950
Tiguan,2019,Manual,11,Diesel,145.0,49.6,2.0,vw,21490
Astra,2015,Semi-Auto,23503,Petrol,240.0,38.2,1.6,vauxhall,8495
Fabia,2017,Manual,19264,Petrol,145.0,60.1,1.0,skoda,6345
C Class,2019,Automatic,1000,Petrol,145.0,44.1,2.0,mercedes,33699
Astra,2017,Automatic,18995,Petrol,145.0,51.4,1.4,vauxhall,11540
Astra,2020,Manual,10,Petrol,145.0,54.3,1.2,vauxhall,16998
Aygo,2018,Manual,6640,Petrol,145.0,68.9,1.0,toyota,7980
E Class,2019,Automatic,890,Petrol,145.0,39.8,2.0,mercedes,30890
Superb,2019,Semi-Auto,11328,Petrol,150.0,38.2,2.0,skoda,25490
A6,2016,Manual,38200,Diesel,30.0,61.4,2.0,audi,13799
Corsa,2017,Automatic,16837,Petrol,145.0,47.1,1.4,vauxhall,10495
Mokka X,2017,Manual,36951,Diesel,145.0,68.9,1.6,vauxhall,9999
Tucson,2017,Manual,50313,Diesel,125.0,58.9,2.0,hyundai,13791
Fiesta,2017,Manual,12814,Petrol,0.0,65.7,1.0,ford,11399
I20,2016,Manual,16812,Petrol,30.0,58.9,1.0,hyundai,9395
X5,2017,Automatic,22158,Diesel,205.0,47.1,3.0,bmw,34000
Galaxy,2018,Automatic,8339,Diesel,145.0,52.3,2.0,ford,24499
Touareg,2020,Semi-Auto,3703,Diesel,150.0,34.0,3.0,vw,46999
Golf,2015,Semi-Auto,52000,Petrol,160.0,44.1,2.0,vw,16500
A Class,2015,Manual,34119,Diesel,20.0,70.6,1.5,mercedes,12380
Golf,2013,Manual,90000,Diesel,0.0,68.9,1.6,vw,6375
Fiesta,2017,Manual,9477,Petrol,150.0,65.7,1.0,ford,11200
A Class,2016,Automatic,31976,Diesel,20.0,74.3,1.5,mercedes,15650
Polo,2018,Manual,15000,Petrol,150.0,64.2,1.0,vw,12000
GLE Class,2018,Semi-Auto,7719,Diesel,145.0,36.7,3.0,mercedes,43980
Focus,2019,Manual,12794,Diesel,,,1.5,ford,15998
X3,2016,Semi-Auto,12996,Diesel,150.0,54.3,2.0,bmw,18990
A1,2017,Manual,30518,Petrol,235.0,39.8,2.0,audi,17990
Golf,2018,Automatic,14000,Petrol,145.0,39.8,2.0,vw,24495
Fiesta,2014,Manual,19344,Petrol,150.0,47.9,1.6,ford,11400
Galaxy,2016,Manual,16407,Diesel,125.0,56.5,2.0,ford,17000
Fabia,2019,Manual,4597,Petrol,145.0,57.7,1.0,skoda,10290
A5,2019,Semi-Auto,10897,Diesel,145.0,47.9,2.0,audi,36444
2 Series,2016,Manual,83200,Diesel,30.0,64.2,2.0,bmw,10500
Golf,2017,Manual,16402,Petrol,145.0,47.1,2.0,vw,19498
Insignia,2010,Manual,66000,Petrol,265.0,37.2,1.8,vauxhall,2950
Yaris,2014,Automatic,24974,Hybrid,0.0,76.3,1.5,toyota,10790
A4,2019,Automatic,5000,Diesel,145.0,44.8,2.0,audi,27490
I20,2014,Manual,30750,Petrol,30.0,57.6,1.2,hyundai,4995
Rapid,2018,Manual,9786,Petrol,150.0,61.4,1.0,skoda,10800
Golf,2013,Manual,27891,Petrol,30.0,53.3,1.4,vw,8298
Passat,2009,Manual,90000,Diesel,200.0,47.1,2.0,vw,2995
Golf,2020,Semi-Auto,2999,Hybrid,150.0,44.8,1.5,vw,26750
Fiesta,2018,Manual,12070,Petrol,145.0,65.7,1.0,ford,10510
Golf,2016,Manual,44502,Petrol,30.0,53.3,1.4,vw,10990
T-Roc,2019,Manual,49,Diesel,145.0,50.4,1.6,vw,21995
4 Series,2019,Semi-Auto,9420,Petrol,145.0,48.7,2.0,bmw,22990
Golf SV,2020,Semi-Auto,1348,Petrol,145.0,42.2,1.5,vw,22990
Touareg,2019,Semi-Auto,4700,Diesel,145.0,34.0,3.0,vw,45492
Citigo,2017,Manual,24341,Petrol,0.0,68.9,1.0,skoda,6790
Focus,2010,Manual,95000,Petrol,,,1.6,ford,2725
2 Series,2020,Semi-Auto,9,Petrol,145.0,47.9,2.0,bmw,23990
Focus,2017,Manual,7640,Petrol,,,2.0,ford,18500
Fiesta,2019,Manual,2359,Petrol,145.0,48.7,1.1,ford,13140
Corsa,2017,Automatic,6397,Petrol,145.0,47.9,1.4,vauxhall,10320
X5,2019,Semi-Auto,6251,Diesel,150.0,37.7,3.0,bmw,48995
Auris,2017,Automatic,25504,Hybrid,140.0,78.5,1.8,toyota,13901
Fiesta,2017,Manual,7805,Petrol,145.0,64.2,1.1,ford,9999
Fiesta,2016,Manual,19519,Petrol,0.0,65.7,1.0,ford,9907
Corsa,2018,Manual,12388,Petrol,145.0,55.4,1.4,vauxhall,7799
A1,2020,Manual,3265,Petrol,145.0,47.9,1.0,audi,20990
Superb,2016,Manual,33317,Diesel,20.0,67.3,2.0,skoda,15495
Corolla,2019,Manual,3000,Petrol,145.0,39.2,1.2,toyota,16995
Rapid,2018,Manual,18577,Petrol,145.0,61.4,1.0,skoda,9895
Focus,2014,Manual,25750,Petrol,,,1.0,ford,7495
Astra,2018,Manual,18934,Petrol,150.0,47.9,1.4,vauxhall,10591
Tiguan,2018,Manual,24000,Petrol,150.0,46.3,1.4,vw,17999
Focus,2016,Manual,30208,Petrol,20.0,60.1,1.0,ford,10000
Kuga,2019,Manual,7000,Petrol,145.0,39.2,1.5,ford,17995
Focus,2015,Manual,38000,Diesel,0.0,74.3,1.5,ford,9489
Focus,2015,Manual,19498,Diesel,0.0,74.3,1.5,ford,10000
Hilux,2018,Manual,26411,Diesel,265.0,40.4,2.4,toyota,18498
Tucson,2017,Manual,14000,Diesel,30.0,61.7,1.7,hyundai,15995
Polo,2019,Manual,11676,Petrol,150.0,48.7,1.0,vw,11999
Polo,2014,Manual,17238,Petrol,20.0,60.1,1.0,vw,7000
C Class,2016,Automatic,45907,Hybrid,,,2.1,mercedes,19495
Aygo,2017,Manual,28572,Petrol,145.0,68.9,1.0,toyota,7695
C Class,2019,Semi-Auto,100,Diesel,145.0,64.2,2.0,mercedes,28995
C Class,2016,Automatic,94440,Diesel,,,2.1,mercedes,12195
Fabia,2013,Manual,48666,Diesel,20.0,67.3,1.2,skoda,6495
Corsa,2020,Manual,3723,Petrol,145.0,43.5,1.4,vauxhall,10722
C Class,2019,Automatic,1647,Petrol,145.0,45.6,1.5,mercedes,23990
Fiesta,2017,Manual,13903,Diesel,0.0,78.5,1.5,ford,11000
A Class,2018,Automatic,9805,Petrol,145.0,53.3,1.3,mercedes,19750
Amarok,2019,Automatic,3997,Diesel,260.0,33.6,3.0,vw,31350
Ka+,2018,Manual,4610,Petrol,145.0,47.9,1.2,ford,10000
X1,2016,Automatic,13505,Diesel,125.0,57.6,2.0,bmw,18797
GLC Class,2019,Semi-Auto,9469,Diesel,145.0,56.5,2.1,mercedes,30980
Focus,2017,Automatic,10365,Petrol,145.0,46.3,1.5,ford,13498
Fiesta,2013,Manual,28685,Petrol,30.0,54.3,1.2,ford,6698
C Class,2019,Semi-Auto,13965,Diesel,,,2.0,mercedes,20799
Kuga,2018,Manual,15408,Diesel,150.0,60.1,2.0,ford,16200
Grandland X,2019,Manual,2555,Diesel,145.0,53.3,1.5,vauxhall,14995
C Class,2016,Automatic,21547,Diesel,125.0,60.1,2.1,mercedes,21000
B Class,2019,Semi-Auto,14430,Petrol,145.0,45.6,1.3,mercedes,21549
Fiesta,2018,Manual,8324,Petrol,145.0,64.2,1.1,ford,10291
Tucson,2016,Manual,35988,Diesel,30.0,61.7,1.7,hyundai,11990
A4,2019,Automatic,2500,Diesel,145.0,45.6,2.0,audi,27990
Viva,2017,Manual,20880,Petrol,20.0,62.8,1.0,vauxhall,5491
1 Series,2017,Manual,12312,Petrol,150.0,53.3,1.5,bmw,13490
Fabia,2020,Manual,100,Petrol,145.0,50.4,1.0,skoda,14799
Focus,2019,Manual,7820,Petrol,,,1.0,ford,16495
X6,2017,Semi-Auto,40429,Diesel,200.0,47.1,3.0,bmw,29498
Q5,2019,Semi-Auto,14120,Diesel,145.0,38.2,2.0,audi,31250
Yaris,2017,Manual,15699,Petrol,30.0,58.0,1.3,toyota,9195
GLA Class,2016,Automatic,25922,Diesel,125.0,56.5,2.1,mercedes,19500
Amarok,2019,Automatic,6898,Diesel,260.0,33.6,3.0,vw,34900
Focus,2018,Manual,15814,Petrol,,,1.0,ford,11992
X1,2013,Manual,72834,Diesel,160.0,51.4,2.0,bmw,8595
C Class,2016,Semi-Auto,38500,Petrol,,,2.0,mercedes,19799
Focus,2017,Manual,27542,Diesel,145.0,67.3,2.0,ford,16698
5 Series,2017,Automatic,59069,Diesel,30.0,68.9,2.0,bmw,15995
Touran,2018,Manual,11273,Diesel,145.0,51.4,1.6,vw,19439
I30,2017,Manual,34959,Diesel,145.0,74.3,1.6,hyundai,9499
X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,mercedes,26995
A Class,2019,Automatic,3234,Diesel,145.0,68.9,1.5,mercedes,20990
Golf SV,2016,Semi-Auto,12753,Petrol,30.0,54.3,1.4,vw,13298
3 Series,2016,Manual,30679,Diesel,125.0,62.8,2.0,bmw,14000
A4,2014,Manual,40276,Diesel,30.0,62.8,2.0,audi,12470
Mokka X,2018,Manual,13653,Petrol,145.0,47.1,1.4,vauxhall,11999
A1,2016,Manual,37874,Petrol,30.0,58.9,1.4,audi,12300
Fiesta,2018,Automatic,921,Petrol,145.0,49.6,1.0,ford,15698
Passat,2017,Manual,43756,Diesel,145.0,68.9,2.0,vw,12599
Crossland X,2019,Manual,11177,Petrol,145.0,44.8,1.2,vauxhall,9890
1 Series,2013,Manual,67000,Diesel,30.0,62.8,2.0,bmw,9500
Karoq,2018,Manual,13037,Petrol,145.0,51.4,1.5,skoda,18990
Auris,2013,Automatic,44366,Hybrid,0.0,72.4,1.8,toyota,10091
A Class,2020,Semi-Auto,4000,Petrol,145.0,28.5,2.0,mercedes,26039
Polo,2017,Manual,23500,Petrol,150.0,60.1,1.2,vw,11295
C Class,2019,Semi-Auto,2086,Petrol,145.0,44.1,1.5,mercedes,35199
Astra,2017,Manual,22181,Diesel,150.0,68.9,1.6,vauxhall,11000
Fiesta,2017,Manual,20926,Petrol,0.0,65.7,1.0,ford,10260
Tiguan,2017,Automatic,29369,Other,150.0,57.6,2.0,vw,22989
Astra,2013,Automatic,23615,Petrol,235.0,39.2,1.6,vauxhall,6400
Superb,2015,Manual,41528,Diesel,150.0,53.3,2.0,skoda,12400
C Class,2015,Automatic,67795,Diesel,,,2.1,mercedes,12499
Focus,2015,Manual,22439,Petrol,,,1.0,ford,9495
Roomster,2014,Semi-Auto,24606,Petrol,145.0,49.6,1.2,skoda,7995
A4,2017,Manual,18135,Petrol,145.0,51.4,1.4,audi,18505
Aygo,2017,Automatic,6751,Petrol,0.0,67.0,1.0,toyota,9995
Up,2013,Manual,76000,Petrol,0.0,68.9,1.0,vw,3995
Yeti,2016,Manual,28120,Petrol,125.0,51.4,1.2,skoda,10995
Fiesta,2017,Manual,30791,Petrol,145.0,64.2,1.1,ford,8755
4 Series,2019,Semi-Auto,11555,Petrol,145.0,46.3,2.0,bmw,25990
